,PF05721.19,PF00115.25,PF01152.27,PF08530.16,PF00042.28,PF02906.19,PF00916.26,PF17773.7,PF05425.18,PF01521.26,PF03063.25,PF13597.11,PF00116.26,PF16870.10,PF02579.22,PF17910.6,PF10371.14,PF00296.26,PF01871.22,PF00510.24,Oxygen2
4767,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0
1148,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
495,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1
5138,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
547,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3676,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1
759,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
4643,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
4350,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0
608,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
701,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1452,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4895,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
1690,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
4329,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
1915,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4008,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5015,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1
1436,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
4550,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
5261,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4093,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2499,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2883,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1934,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0
181,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
3994,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
953,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3206,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
470,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0
4487,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
1863,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
185,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1
3364,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1233,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
3459,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
225,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
5377,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
3300,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0
2564,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0
335,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5506,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
4892,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
1392,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0
4651,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4110,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1899,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
2250,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2710,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0
3674,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
2109,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1
2992,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
5235,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
1830,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2477,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4762,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0
3832,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2426,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0
235,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3430,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
1844,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0
5433,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
583,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1
3735,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1
4668,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2659,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5293,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
1589,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1483,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1084,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0
1672,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0
5013,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3785,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1717,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
4525,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0
1038,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
3790,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
3059,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3082,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0
2495,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
5513,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4054,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4469,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
3548,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3146,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1
2282,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1130,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4775,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
1572,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4967,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2753,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3920,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
269,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
2138,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2315,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1
500,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
5046,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3139,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0
2815,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2493,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1922,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1
3000,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1
3302,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1529,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
3346,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5255,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
994,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
2428,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4357,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4717,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2875,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
77,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1
5338,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1897,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
5417,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
740,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
2154,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
5456,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2350,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
930,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1573,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1903,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
522,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4516,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2319,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
23,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
2379,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
1938,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
732,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3002,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1
5302,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1
4442,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3421,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4549,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1
3627,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0
5185,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4839,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4078,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3234,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1
4581,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1
3298,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0
4901,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
897,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4917,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3556,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4067,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4361,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1104,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4544,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
889,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1
2009,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4454,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3762,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
838,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2898,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0
496,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1
2321,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0
1139,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1
5326,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3568,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2301,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1446,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
1189,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1
990,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1
203,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
1843,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
5144,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
920,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
3410,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
872,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1831,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
961,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1
4909,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0
4815,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2424,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4565,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1
4588,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0
2309,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
5313,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1
2902,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
312,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
2302,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
739,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
5312,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1
2870,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
1174,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
299,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4228,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
94,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
850,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1061,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
5386,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2868,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
174,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
1264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
4262,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
302,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3896,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
3191,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
4934,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0
2657,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
1904,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4216,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0
3919,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
3479,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4965,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
1465,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1
4636,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1
1107,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0
1048,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1
3179,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4332,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
274,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1
3668,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4757,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0
1734,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3543,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0
2136,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
123,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
1824,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
3899,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
3344,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
3803,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
5209,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
3736,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
3103,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
1466,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2259,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1125,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0
1274,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4022,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3369,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4714,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1386,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0
4586,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
3915,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
3678,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1
2460,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2427,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2672,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1397,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3952,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0
4919,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1411,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3759,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
5109,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
886,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0
3223,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
3632,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
800,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1
5157,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
3443,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0
2107,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4428,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2131,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0
4790,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
1952,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
3630,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2162,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5081,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5148,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1
3058,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
31,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1
2669,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4440,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
2827,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1342,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
749,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0
5174,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
735,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1
1984,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
109,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1
4275,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
818,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1
986,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
4824,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
4353,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4650,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
3442,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1460,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
4099,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
4684,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5410,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
5462,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1052,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0
4515,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2193,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
143,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0
987,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
208,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
3090,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0
1680,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
5289,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1
2582,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2481,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1093,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1
1826,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
5239,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
672,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
562,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
1412,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3368,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
3427,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
681,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
85,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1
1646,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3697,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
